PSS_SCHOOL_ID,PSS_INST,LoGrade,HiGrade,PSS_ADDRESS,PSS_CITY,PSS_COUNTY_NO,PSS_COUNTY_FIPS,PSS_STABB,PSS_FIPS,PSS_ZIP5,PSS_PHONE,PSS_SCH_DAYS,PSS_STU_DAY_HRS,PSS_LIBRARY,PSS_ENROLL_UG,PSS_ENROLL_PK,PSS_ENROLL_K,PSS_ENROLL_1,PSS_ENROLL_2,PSS_ENROLL_3,PSS_ENROLL_4,PSS_ENROLL_5,PSS_ENROLL_6,PSS_ENROLL_7,PSS_ENROLL_8,PSS_ENROLL_9,PSS_ENROLL_10,PSS_ENROLL_11,PSS_ENROLL_12,PSS_ENROLL_T,PSS_ENROLL_TK12,PSS_RACE_AI,PSS_RACE_AS,PSS_RACE_H,PSS_RACE_B,PSS_RACE_W,PSS_RACE_P,PSS_RACE_2,PSS_FTE_TEACH,PSS_LOCALE,PSS_COED,PSS_TYPE,PSS_LEVEL,PSS_RELIG,PSS_COMM_TYPE,PSS_INDIAN_PCT,PSS_ASIAN_PCT,PSS_HISP_PCT,PSS_BLACK_PCT,PSS_WHITE_PCT,PSS_PACISL_PCT,PSS_TWOMORE_PCT,PSS_STDTCH_RT,PSS_ORIENT,PSS_COUNTY_NAME,PSS_ASSOC_1,PSS_ASSOC_2,PSS_ASSOC_3,PSS_ASSOC_4,PSS_ASSOC_5,PSS_ASSOC_6,PSS_ASSOC_7,PSS_ASSOC_8
01604679,ST BARTHOLOMEWS SCHOOL,2,13,6900 RIVER RD,BETHESDA,24031,031,MD,24,20817,3012295586,180,7,Yes,,12,11,12,11,11,16,13,20,19,19,,,,,144,132,0,8,14,11,95,0,4,17.8,13,1,1,1,1,1,0,6.06,10.6,8.33,71.96,0,3.03,7.41,1,MONTGOMERY,National Catholic Educational Association (NCEA),,,,,,,
01604704,ST BERNADETTE SCHOOL,3,13,80 UNIVERSITY BLVD E,SILVER SPRING,24031,031,MD,24,20901,3015935611,182,7.25,Yes,,,19,33,28,30,28,33,45,40,35,,,,,291,291,0,13,13,34,208,0,23,24.9,21,1,1,1,1,2,0,4.46,4.46,11.68,71.47,0,7.9,11.68,1,MONTGOMERY,National Catholic Educational Association (NCEA),,,,,,,
00578251,ST CASIMIR CATHOLIC SCHOOL,2,13,1035 S KENWOOD AVE,BALTIMORE,24510,510,MD,24,21224,4103422681,175,7,Yes,,60,19,18,11,23,17,21,17,10,16,,,,,212,152,,,11,7,110,,5,16.6,11,1,1,1,1,1,,,7.23,4.6,72.36,,3.28,9.15,1,BALTIMORE,National Catholic Educational Association (NCEA),National Association for the Education of Young Children (NAEYC),,,,,,
01604748,ST COLUMBA CATHOLIC SCHOOL,2,13,7800 LIVINGSTON RD,OXON HILL,24033,033,MD,24,20745,3015676212,180,6.83,Yes,,10,13,11,19,11,17,22,15,27,25,,,,,170,160,0,48,8,74,8,7,15,14.1,21,1,1,1,1,2,0,30,5,46.25,5,4.37,9.37,11.34,1,PRINCE GEORGE'S,School does not belong to ANY associations or organizations,,,,,,,
K9302961,ST DAVIDS DAY SCHOOL,2,3,4700 ROLAND AVE,BALTIMORE,24510,510,MD,24,21210,4103662133,170,6,Yes,,74,9,,,,,,,,,,,,,83,9,0,0,0,1,7,0,1,2.5,11,1,6,1,2,1,0,0,0,11.11,77.77,0,11.11,3.6,14,BALTIMORE,National Association of Episcopal Schools (NAES),,,,,,,
00577655,ST ELIZABETH SCHOOL,7,17,801 ARGONNE DR,BALTIMORE,24510,510,MD,24,21218,4108895054,199,6.33,Yes,,,,,1,2,3,5,8,12,17,20,8,18,27,121,121,0,5,3,31,82,0,0,25,11,1,4,3,3,1,0,4.13,2.47,25.61,67.76,0,0,4.84,30,BALTIMORE,School does not belong to ANY associations or organizations,,,,,,,
00578783,ST FRANCES ACADEMY,14,17,501 E CHASE ST,BALTIMORE,24510,510,MD,24,21202,4105395794,174,7,Yes,,,,,,,,,,,,62,52,14,36,164,164,0,0,3,157,4,0,0,17.5,11,1,1,2,1,1,0,0,1.82,95.73,2.43,0,0,9.37,1,BALTIMORE,National Catholic Educational Association (NCEA),,,,,,,
A1701975,ST FRANCES OUTREACH CENTER,14,17,1026 BRENTWOOD AVE,BALTIMORE,24510,510,MD,24,21202,4105395794,173,7.5,Yes,,,,,,,,,,,,67,43,27,35,172,172,0,0,4,159,9,0,0,19.6,11,1,1,2,1,1,0,0,2.32,92.44,5.23,0,0,8.77,1,BALTIMORE,National Catholic Educational Association (NCEA),,,,,,,
01604307,ST FRANCIS DE SALES CATHOLIC SCHOOL,2,13,500 CAMDEN AVE,SALISBURY,24045,045,MD,24,21801,4107499907,180,7,Yes,,24,18,27,20,21,17,14,16,24,16,,,,,197,173,0,4,21,20,125,0,3,14.5,13,1,1,1,1,1,0,2.31,12.13,11.56,72.25,0,1.73,11.93,1,WICOMICO,National Catholic Educational Association (NCEA),,,,,,,
01604726,ST FRANCIS INTERNATIONAL SCHOOL,2,13,1500 SAINT CAMILLUS DR,SILVER SPRING,24031,031,MD,24,20903,3014342344,180,7.5,Yes,,106,54,38,36,41,24,33,37,24,31,,,,,424,318,0,26,160,113,5,2,12,24.4,13,1,1,1,1,1,0,8.17,50.31,35.53,1.57,0.62,3.77,13.03,1,MONTGOMERY,National Catholic Educational Association (NCEA),,,,,,,
00578852,ST FRANCIS OF ASSISI SCHOOL,2,13,3617 HARFORD RD,BALTIMORE,24510,510,MD,24,21218,4104671683,175,6.83,Yes,,66,28,25,22,22,19,19,23,17,12,,,,,253,187,0,5,1,54,118,0,9,13.1,11,1,1,1,1,1,0,2.67,0.53,28.87,63.1,0,4.81,14.27,1,BALTIMORE,National Catholic Educational Association (NCEA),,,,,,,
A9502146,ST IGNATIUS LOYOLA ACADEMY,10,13,300 E GITTINGS ST,BALTIMORE,24510,510,MD,24,21230,4105398021,203,9.5,Yes,,,,,,,,30,30,30,23,,,,,113,113,0,1,2,108,1,0,1,14.1,11,3,1,1,1,1,0,0.88,1.76,95.57,0.88,0,0.88,8.01,1,BALTIMORE,Other religious school associations,,,,,,,
BB161235,ST JAMES & JOHN CATOLIC SCHOOL,2,13,1012 SOMERSET ST,BALTIMORE,24510,510,MD,24,21202,4103423222,180,6.5,Yes,,42,27,17,22,25,25,17,14,22,17,,,,,228,186,0,0,0,183,2,1,0,9,11,1,1,1,1,1,0,0,0,98.38,1.07,0.53,0,20.66,1,BALTIMORE,National Catholic Educational Association (NCEA),,,,,,,
01650488,ST JAMES & JOHN SCHOOL,2,13,1012 SOMERSET ST,BALTIMORE,24510,510,MD,24,21202,4103423222,180,7.5,Yes,,43,20,18,21,25,22,17,13,22,18,,,,,219,176,0,0,0,175,1,0,0,11,11,1,1,1,1,1,0,0,0,99.43,0.56,0,0,16,1,BALTIMORE,National Catholic Educational Association (NCEA),Other school association(s),,,,,,
00579845,ST JAMES SCHOOL,13,17,17641 COLLEGE RD,HAGERSTOWN,24043,043,MD,24,21740,3017339330,173,7.25,Yes,,,,,,,,,,,25,49,59,61,47,241,241,0,52,13,39,123,0,14,29.8,41,1,1,2,2,4,0,21.57,5.39,16.18,51.03,0,5.8,8.08,14,WASHINGTON,National Association of Episcopal Schools (NAES),National Association of Independent Schools (NAIS),The Association of Boarding Schools (TABS),,,,,
A0104051,ST JAMES' CHILDREN'S SCHOOL,2,4,11815 SEVEN LOCKS RD,POTOMAC,24031,031,MD,24,20854,3017623246,192,6,Yes,,67,1,,,,,,,,,,,,,68,1,0,1,0,0,0,0,0,1,21,1,6,1,2,2,0,100,0,0,0,0,0,1,14,MONTGOMERY,National Association of Episcopal Schools (NAES),Other special emphasis association(s),,,,,,
01604806,ST JANE DE CHANTAL SCHOOL,2,13,9525 OLD GEORGETOWN RD,BETHESDA,24031,031,MD,24,20814,3015301221,180,7,Yes,,28,36,47,42,43,47,49,45,56,45,,,,,438,410,0,13,22,28,281,0,66,28.9,13,1,1,1,1,1,0,3.17,5.36,6.82,68.53,0,16.09,14.18,1,MONTGOMERY,National Catholic Educational Association (NCEA),,,,,,,
A9103277,ST JANE FRANCIS SCHOOL,2,13,8513 ST JANE DR,PASADENA,24003,003,MD,24,21122,4102554750,181,6.75,Yes,,56,13,19,14,14,11,14,19,14,11,,,,,185,129,0,3,6,2,113,0,5,15.3,21,1,1,1,1,2,0,2.32,4.65,1.55,87.59,0,3.87,8.43,1,ANNE ARUNDEL,School does not belong to ANY associations or organizations,,,,,,,
01604817,ST JEROME ACADEMY,2,13,5207 42ND PL,HYATTSVILLE,24033,033,MD,24,20781,3012774568,180,7,Yes,,84,17,30,32,29,31,31,30,21,27,,,,,332,248,0,4,41,34,135,0,34,14.6,21,1,1,1,1,2,0,1.61,16.53,13.7,54.43,0,13.7,16.98,1,PRINCE GEORGE'S,National Catholic Educational Association (NCEA),American Montessori Society (AMS),Other school association(s),,,,,
00578069,ST JOAN OF ARC SCHOOL,2,13,230 S LAW ST,ABERDEEN,24025,025,MD,24,21001,4102721387,178,7,Yes,,11,20,25,16,23,20,23,20,19,14,,,,,191,180,0,1,8,30,116,8,17,11.5,22,1,1,1,1,2,0,0.55,4.44,16.66,64.44,4.44,9.44,15.65,1,HARFORD,National Catholic Educational Association (NCEA),,,,,,,
00577815,ST JOHN EVANGELIST ELEMENTARY SCHOOL,2,13,13311 LONG GREEN PIKE,HYDES,24005,005,MD,24,21082,4105929585,179,6.83,Yes,,22,7,17,15,11,17,15,23,22,19,,,,,168,146,0,0,0,0,136,0,10,16.8,41,1,1,1,1,4,0,0,0,0,93.15,0,6.84,8.69,1,BALTIMORE,National Catholic Educational Association (NCEA),,,,,,,
00577906,ST JOHN REGIONAL CATHOLIC SCHOOL,2,13,8414 OPOSSUMTOWN PIKE,FREDERICK,24021,021,MD,24,21702,3016626722,178,6.33,Yes,,69,41,35,47,39,49,47,47,54,78,,,,,506,437,0,20,19,48,323,0,27,30,13,1,1,1,1,1,0,4.57,4.34,10.98,73.91,0,6.17,14.56,1,FREDERICK,National Catholic Educational Association (NCEA),,,,,,,
00577688,ST JOHN SCHOOL,2,13,45 MONROE ST,WESTMINSTER,24013,013,MD,24,21157,4108487455,178,6.5,,,12,14,20,23,20,18,28,29,37,32,,,,,233,221,0,5,11,4,201,0,0,16.3,23,1,1,1,1,2,0,2.26,4.97,1.8,90.95,0,0,13.55,1,CARROLL,National Catholic Educational Association (NCEA),,,,,,,
01604883,ST JOHN THE BAPTIST SCHOOL,2,13,12319 NEW HAMPSHIRE AVE,SILVER SPRING,24031,031,MD,24,20904,3016223076,180,7,Yes,,17,18,21,19,32,28,31,28,32,28,,,,,254,237,0,13,31,27,152,0,14,23.1,21,1,1,1,1,2,0,5.48,13.08,11.39,64.13,0,5.9,10.25,1,MONTGOMERY,National Catholic Educational Association (NCEA),,,,,,,
01604861,ST JOHN THE EVANGELIST SCHOOL,2,13,8912 OLD BRANCH AVE,CLINTON,24033,033,MD,24,20735,3018682010,180,,Yes,,18,24,23,22,25,28,25,26,24,23,,,,,238,220,,,,,,,,13.8,21,-1,1,1,1,2,,,,,,,,15.94,1,PRINCE GEORGE'S,School does not belong to ANY associations or organizations,,,,,,,
01604872,ST JOHN THE EVANGELIST SCHOOL,2,13,10201 WOODLAND DR,SILVER SPRING,24031,031,MD,24,20902,3016817656,180,6.83,Yes,,20,15,20,19,12,23,15,29,24,22,,,,,199,179,0,7,16,43,95,0,18,15.4,21,1,1,1,1,2,0,3.91,8.93,24.02,53.07,0,10.05,11.62,1,MONTGOMERY,National Catholic Educational Association (NCEA),,,,,,,
00577724,ST JOHN THE EVANGELIST SCHOOL,2,13,669 RITCHIE HWY,SEVERNA PARK,24003,003,MD,24,21146,4106472283,178,7,Yes,,26,36,36,36,42,52,44,60,62,52,,,,,446,420,2,12,11,6,369,0,20,37.1,21,1,1,1,1,2,0.47,2.85,2.61,1.42,87.85,0,4.76,11.32,1,ANNE ARUNDEL,National Catholic Educational Association (NCEA),,,,,,,
01651164,ST JOHN'S CATHOLIC PREP,14,17,PO BOX 909,BUCKEYSTOWN,24021,021,MD,24,21717,3016624210,180,6.75,Yes,,,,,,,,,,,,66,87,69,80,302,302,0,30,15,19,208,0,30,28.4,41,1,1,2,1,4,0,9.93,4.96,6.29,68.87,0,9.93,10.63,1,FREDERICK,National Catholic Educational Association (NCEA),,,,,,,
01604839,ST JOHN'S ELEMENTARY SCHOOL,2,13,43900 SAINT JOHNS RD,HOLLYWOOD,24037,037,MD,24,20636,3013732142,180,7,Yes,,19,22,26,17,27,26,12,13,29,22,,,,,213,194,0,6,4,3,163,0,18,17.4,41,1,1,1,1,4,0,3.09,2.06,1.54,84.02,0,9.27,11.14,1,ST. MARY'S,National Catholic Educational Association (NCEA),,,,,,,
00579186,ST JOHN'S EPISCOPAL SCHOOL,2,13,3427 OLNEY LAYTONSVILLE RD,OLNEY,24031,031,MD,24,20832,3017746804,174,7.25,Yes,,18,12,13,11,11,15,14,22,10,21,,,,,147,129,0,11,5,40,51,0,22,19.4,21,1,1,1,2,2,0,8.52,3.87,31,39.53,0,17.05,6.64,14,MONTGOMERY,National Association of Episcopal Schools (NAES),Other religious school associations,National Association of Independent Schools (NAIS),State or regional independent school association,,,,
K9302883,ST JOHNS LUTHERAN SCHOOL,2,3,13300 MANOR RD,GLEN ARM,24005,005,MD,24,21057,4105928019,177,5.25,Yes,,120,13,,,,,,,,,,,,,133,13,0,0,0,0,12,0,1,1,21,1,6,1,2,2,0,0,0,0,92.3,0,7.69,13,20,BALTIMORE,School does not belong to ANY associations or organizations,,,,,,,
01604894,ST JOSEPH'S REGIONAL CATHOLIC SC,2,13,11011 MONTGOMERY RD,BELTSVILLE,24033,033,MD,24,20705,3019377154,180,7.91,Yes,,23,22,18,16,13,20,22,19,24,18,,,,,195,172,1,8,25,97,32,0,9,13.6,21,1,1,1,1,2,0.58,4.65,14.53,56.39,18.6,0,5.23,12.64,1,PRINCE GEORGE'S,National Catholic Educational Association (NCEA),,,,,,,
01604908,ST JUDE REGIONAL CATHOLIC SCHOOL,2,13,4820 WALBRIDGE ST,ROCKVILLE,24031,031,MD,24,20853,3019467888,180,7,Yes,,34,26,27,22,28,27,19,25,26,23,,,,,257,223,,,,,,,,17.5,21,1,1,1,1,2,,,,,,,,12.74,1,MONTGOMERY,School does not belong to ANY associations or organizations,,,,,,,
BB181322,ST JUDE REGIONAL CATHOLIC SCHOOL,2,13,4820 WALBRIDGE ST,ROCKVILLE,24031,031,MD,24,20853,3019467888,180,8.33,Yes,,35,26,25,22,28,26,19,24,27,24,,,,,256,221,0,20,58,29,69,3,42,18.5,21,1,1,1,1,2,0,9.04,26.24,13.12,31.22,1.35,19,11.94,1,MONTGOMERY,School does not belong to ANY associations or organizations,,,,,,,
00578535,ST LOUIS SCHOOL,2,13,12500 CLARKSVILLE PIKE,CLARKSVILLE,24027,027,MD,24,21029,4105316664,175,6.58,Yes,,44,47,54,55,50,45,52,57,61,59,,,,,524,480,0,35,29,51,299,0,66,30.1,13,1,1,1,1,1,0,7.29,6.04,10.62,62.29,0,13.75,15.94,1,HOWARD,National Catholic Educational Association (NCEA),,,,,,,
00578568,ST MARGARET SCHOOL,2,13,205 HICKORY AVE,BEL AIR,24025,025,MD,24,21014,4108791113,177,6.66,Yes,,93,52,60,62,71,50,51,89,76,62,,,,,666,573,0,0,12,14,532,9,6,37.4,22,1,1,1,1,2,0,0,2.09,2.44,92.84,1.57,1.04,15.32,1,HARFORD,National Catholic Educational Association (NCEA),,,,,,,
A9103283,ST MARGARET'S DAY SCHOOL,2,3,1605 PLEASANT PLAINS RD,ANNAPOLIS,24003,003,MD,24,21409,4107572333,174,6,Yes,,101,19,,,,,,,,,,,,,120,19,0,3,1,1,13,1,0,1.5,21,1,6,1,2,2,0,15.78,5.26,5.26,68.42,5.26,0,12.66,14,ANNE ARUNDEL,National Association of Episcopal Schools (NAES),National Association for the Education of Young Children (NAEYC),Other school association(s),,,,,
00577848,ST MARIA GORETTI HIGH SCHOOL,14,17,1535 OAK HILL AVE,HAGERSTOWN,24043,043,MD,24,21742,3017394266,170,6.75,No,,,,,,,,,,,,54,55,51,59,219,219,0,24,14,23,148,0,10,21.1,13,1,1,2,1,1,0,10.95,6.39,10.5,67.57,0,4.56,10.37,1,WASHINGTON,National Catholic Educational Association (NCEA),,,,,,,
00578444,ST MARK SCHOOL,2,13,26 MELVIN AVE,CATONSVILLE,24005,005,MD,24,21228,4107446560,178,7,Yes,,45,19,31,34,36,24,43,46,44,46,,,,,368,323,0,0,7,83,214,7,12,24.1,21,1,1,1,1,2,0,0,2.16,25.69,66.25,2.16,3.71,13.4,1,BALTIMORE,National Catholic Educational Association (NCEA),,,,,,,
01604952,ST MARTIN OF TOURS SCHOOL,2,13,115 S FREDERICK AVE,GAITHERSBURG,24031,031,MD,24,20877,3019902441,180,6.75,Yes,,20,31,25,28,24,30,23,28,22,20,,,,,251,231,0,26,102,47,41,0,15,14.3,13,1,1,1,1,1,0,11.25,44.15,20.34,17.74,0,6.49,16.15,1,MONTGOMERY,National Catholic Educational Association (NCEA),,,,,,,
K9302926,ST MARTIN'S-IN-THE-FIELD EPISCOPAL SCHOOL,2,13,375A BENFIELD RD,SEVERNA PARK,24003,003,MD,24,21146,4106477055,174,7,Yes,,72,10,8,12,9,7,14,6,16,19,,,,,173,101,0,5,3,9,76,0,8,15,21,1,1,1,2,2,0,4.95,2.97,8.91,75.24,0,7.92,6.73,14,ANNE ARUNDEL,National Association of Episcopal Schools (NAES),,,,,,,
00579958,ST MARTINS LUTHERAN CHURCH SCHOOL,2,13,1120 SPA RD,ANNAPOLIS,24003,003,MD,24,21403,4102691955,,,,,19,13,5,7,6,5,12,15,22,19,,,,,123,104,,,,,,,,,21,1,-1,1,2,2,,,,,,,,,21,ANNE ARUNDEL,,,,,,,,
00577837,ST MARY CATHOLIC SCHOOL,2,13,218 W WASHINGTON ST,HAGERSTOWN,24043,043,MD,24,21740,3017331184,179,6.66,Yes,,8,21,28,19,23,17,24,23,24,28,,,,,215,207,1,0,13,9,151,16,17,14,13,1,1,1,1,1,0.48,0,6.28,4.34,72.94,7.72,8.21,14.78,1,WASHINGTON,National Catholic Educational Association (NCEA),,,,,,,
00578091,ST MARY ELEMENTARY SCHOOL,3,13,111 DUKE OF GLOUCESTER ST,ANNAPOLIS,24003,003,MD,24,21401,4102632869,180,6.75,Yes,,,61,79,84,90,83,96,96,102,98,,,,,789,789,0,7,21,8,747,6,0,23.1,21,1,1,1,1,2,0,0.88,2.66,1.01,94.67,0.76,0,34.15,1,ANNE ARUNDEL,National Catholic Educational Association (NCEA),,,,,,,
01604985,ST MARY OF THE ASSUMPTION SCHOOL,2,13,4610 LARGO RD,UPPER MARLBORO,24033,033,MD,24,20772,3016274170,190,6,Yes,,34,24,18,25,24,23,24,20,26,33,,,,,251,217,1,3,21,143,28,0,21,12.5,21,1,1,1,1,2,0.46,1.38,9.67,65.89,12.9,0,9.67,17.36,1,PRINCE GEORGE'S,National Catholic Educational Association (NCEA),,,,,,,
01604646,ST MARY S RYKEN HIGH SCHOOL,14,17,22600 CAMP CALVERT RD,LEONARDTOWN,24037,037,MD,24,20650,3014752814,180,7.5,Yes,,,,,,,,,,,,175,185,178,166,704,704,1,40,22,133,478,0,30,55.6,41,1,1,2,1,4,0.14,5.68,3.12,18.89,67.89,0,4.26,12.66,1,ST. MARY'S,National Catholic Educational Association (NCEA),National Association of Independent Schools (NAIS),,,,,,
01604996,ST MARY'S SCHOOL,2,13,13735 NOTRE DAME PL,BRYANTOWN,24017,017,MD,24,20617,3019326883,180,6.5,Yes,,39,22,19,26,23,29,22,21,28,28,,,,,257,218,1,6,17,24,156,1,13,20.5,41,1,1,1,1,4,0.45,2.75,7.79,11,71.55,0.45,5.96,10.63,1,CHARLES,National Catholic Educational Association (NCEA),,,,,,,
01605016,ST MARY'S SCHOOL,2,13,7207 ANNAPOLIS RD,LANDOVER HILLS,24033,033,MD,24,20784,3015770031,180,7,Yes,,36,21,17,16,21,18,19,27,25,27,,,,,227,191,0,12,42,123,3,4,7,12.3,21,1,1,1,1,2,0,6.28,21.98,64.39,1.57,2.09,3.66,15.52,1,PRINCE GEORGE'S,National Catholic Educational Association (NCEA),,,,,,,
01604974,ST MARYS ELEMENTARY SCHOOL,2,13,600 VEIRS MILL RD,ROCKVILLE,24031,031,MD,24,20852,3017624179,180,7.16,Yes,,47,17,17,22,15,24,18,26,18,12,,,,,216,169,2,21,42,34,62,2,6,15.8,13,1,1,1,1,1,1.18,12.42,24.85,20.11,36.68,1.18,3.55,10.69,1,MONTGOMERY,National Catholic Educational Association (NCEA),,,,,,,
00578105,ST MARYS HIGH SCHOOL,14,17,113 DUKE OF GLOUCESTER ST,ANNAPOLIS,24003,003,MD,24,21401,4109904211,178,6,Yes,,,,,,,,,,,,132,127,104,132,495,495,3,7,25,18,422,0,20,34,21,1,1,2,1,2,0.6,1.41,5.05,3.63,85.25,0,4.04,14.55,1,ANNE ARUNDEL,National Catholic Educational Association (NCEA),,,,,,,
K9302644,ST MATTHEW'S EARLY EDUCATION CENTER,2,17,14900 ANNAPOLIS RD,BOWIE,24033,033,MD,24,20715,3014644813,174,6.25,No,,157,23,,,,5,,5,5,6,,6,6,6,219,62,0,9,9,13,13,0,18,2,21,1,6,3,3,2,0,14.51,14.51,20.96,20.96,0,29.03,31,30,PRINCE GEORGE'S,School does not belong to ANY associations or organizations,,,,,,,
00578433,ST MICHAEL-ST. CLEMENT SCHOOL,2,13,10 WILLOW AVE,BALTIMORE,24005,005,MD,24,21206,4106688797,180,7,Yes,,35,31,20,25,26,38,20,33,37,48,,,,,313,278,0,16,15,67,152,0,28,20.3,21,1,1,1,1,2,0,5.75,5.39,24.1,54.67,0,10.07,13.69,1,BALTIMORE,National Catholic Educational Association (NCEA),,,,,,,
01605038,ST MICHAELS SCHOOL,2,13,PO BOX 259,RIDGE,24037,037,MD,24,20680,3018725454,180,6.08,Yes,,20,12,21,14,19,14,26,19,24,23,,,,,192,172,0,4,49,12,93,0,14,10.9,42,1,1,1,1,4,0,2.32,28.48,6.97,54.06,0,8.13,15.77,1,ST. MARY'S,National Catholic Educational Association (NCEA),,,,,,,
00579754,ST PAUL LUTHERAN SCHOOL,2,10,2001 OLD FREDERICK RD,BALTIMORE,24005,005,MD,24,21228,4107471924,180,6.75,Yes,,55,28,13,10,6,5,1,,,,,,,,118,63,0,1,1,20,40,1,0,4,21,1,1,1,2,2,0,1.58,1.58,31.74,63.49,1.58,0,15.75,20,BALTIMORE,School does not belong to ANY associations or organizations,,,,,,,
00579506,ST PAUL'S SCHOOL,3,17,11152 FALLS RD,BROOKLANDVILLE,24005,005,MD,24,21022,4108254400,174,7,Yes,,,42,25,35,46,54,36,55,50,74,90,92,77,86,762,762,0,25,13,121,557,0,46,108.6,21,1,1,3,1,2,0,3.28,1.7,15.87,73.09,0,6.03,7.01,1,BALTIMORE,National Association of Episcopal Schools (NAES),National Association of Independent Schools (NAIS),State or regional independent school association,,,,,
00579765,ST PAULS LUTHERAN SCHOOL,2,13,308 OAK MANOR DR STE 1,GLEN BURNIE,24003,003,MD,24,21061,4107665790,175,7,Yes,,114,19,20,23,21,22,17,30,27,32,,,,,325,211,3,6,2,16,166,0,18,19.8,21,1,1,1,2,2,1.42,2.84,0.94,7.58,78.67,0,8.53,10.65,20,ANNE ARUNDEL,National Association for the Education of Young Children (NAEYC),Other special emphasis association(s),,,,,,
AA001396,ST PAULS LUTHERAN SCHOOL,2,13,12022 JERUSALEM RD,KINGSVILLE,24005,005,MD,24,21087,4105928100,176,5.75,Yes,,33,15,10,18,14,18,8,16,23,7,,,,,162,129,0,3,1,6,110,0,9,11.8,41,1,1,1,2,4,0,2.32,0.77,4.65,85.27,0,6.97,10.93,20,BALTIMORE,Other religious school associations,,,,,,,
01605071,ST PETER'S SCHOOL,2,13,2900 OLNEY SANDY SPRING RD,OLNEY,24031,031,MD,24,20832,3017749112,180,7.16,Yes,,34,32,28,42,29,40,45,48,45,50,,,,,393,359,0,29,73,26,193,3,35,29.4,21,1,1,1,1,2,0,8.07,20.33,7.24,53.76,0.83,9.74,12.21,1,MONTGOMERY,School does not belong to ANY associations or organizations,,,,,,,
AA001400,ST PETERS CHRISTIAN DAY SCHOOL,2,10,7910 BELAIR RD,BALTIMORE,24005,005,MD,24,21236,4106654521,170,6.5,Yes,,9,7,15,11,10,10,12,,,,,,,,74,65,0,2,1,33,22,0,7,8.8,21,1,1,1,2,2,0,3.07,1.53,50.76,33.84,0,10.76,7.38,21,BALTIMORE,Evangelical Lutheran Education Association (ELEA),,,,,,,
01605082,ST PETERS ELEMENTARY SCHOOL,2,13,3310 SAINT PETERS DR,WALDORF,24017,017,MD,24,20601,5408505934,180,7,Yes,,20,29,29,30,30,28,29,26,30,26,,,,,277,257,0,37,15,85,77,0,43,15.9,41,1,1,1,1,4,0,14.39,5.83,33.07,29.96,0,16.73,16.16,1,CHARLES,National Catholic Educational Association (NCEA),,,,,,,
00577746,ST PHILIP NERI ELEMENTARY SCHOOL,2,13,6401 S ORCHARD RD,LINTHICUM HEIGHTS,24003,003,MD,24,21090,4108591212,178,6.83,Yes,,22,39,41,42,25,42,40,39,42,36,,,,,368,346,0,16,22,247,16,16,29,22,21,1,1,1,1,2,0,4.62,6.35,71.38,4.62,4.62,8.38,15.72,1,ANNE ARUNDEL,National Catholic Educational Association (NCEA),,,,,,,
00253095,ST PHILIP THE APOSTLE SCHOOL,2,13,5414 HENDERSON WAY,CAMP SPRINGS,24033,033,MD,24,20746,3014234740,180,7.25,Yes,,31,16,14,15,24,18,22,23,17,23,,,,,203,172,0,2,0,146,0,5,19,12.9,21,1,1,1,1,2,0,1.16,0,84.88,0,2.9,11.04,13.33,1,PRINCE GEORGE'S,Other school association(s),,,,,,,
BB181393,ST PIUS X CHURCH,2,13,6432 YORK RD,BALTIMORE,24005,005,MD,24,21212,4104277321,180,7,No,,17,17,16,13,13,12,11,15,13,20,,,,,147,130,0,5,3,46,63,4,9,11,13,1,2,1,1,1,0,3.84,2.3,35.38,48.46,3.07,6.92,11.81,1,BALTIMORE,National Catholic Educational Association (NCEA),American Montessori Society (AMS),Association Montessori International (AMI),,,,,
00578648,ST PIUS X SCHOOL,2,13,6432 YORK RD,BALTIMORE,24005,005,MD,24,21212,4104277321,178,7,Yes,,15,19,16,13,13,13,11,15,13,20,,,,,148,133,0,4,2,52,62,0,13,12.3,13,1,2,1,1,1,0,3,1.5,39.09,46.61,0,9.77,10.81,1,BALTIMORE,National Catholic Educational Association (NCEA),American Montessori Society (AMS),,,,,,
01605093,ST PIUS X SCHOOL,2,13,14710 ANNAPOLIS RD,BOWIE,24033,033,MD,24,20715,3012620203,180,7,Yes,,24,34,44,56,45,56,57,67,70,66,,,,,519,495,2,28,21,199,217,2,26,28.9,21,1,1,1,1,2,0.4,5.65,4.24,40.2,43.83,0.4,5.25,17.12,1,PRINCE GEORGE'S,National Catholic Educational Association (NCEA),,,,,,,
A0901772,ST RAPHAEL SCHOOL,2,13,1513 DUNSTER RD,ROCKVILLE,24031,031,MD,24,20854,3017622143,180,7,Yes,,80,54,22,28,27,23,25,27,25,19,,,,,330,250,0,4,71,11,150,0,14,21.5,13,1,1,1,1,1,0,1.6,28.4,4.4,60,0,5.6,11.62,1,MONTGOMERY,Other religious school associations,,,,,,,
00578557,ST STEPHEN PAROCHIAL SCHOOL,2,13,8028 BRADSHAW RD,KINGSVILLE,24005,005,MD,24,21087,4105927617,178,7,No,,62,31,33,34,32,30,32,33,34,27,,,,,348,286,4,6,11,3,255,7,0,21.3,41,1,1,1,1,4,1.39,2.09,3.84,1.04,89.16,2.44,0,13.42,1,BALTIMORE,National Catholic Educational Association (NCEA),,,,,,,
